student_uid,cohort_code,study,university,semester,gender,first_generation,underrepresented,avg_sleep_minutes,avg_sleep_hours,daytime_sleep_minutes,sleep_midpoint_minutes,sleep_midpoint_clock,bedtime_variability,nights_tracked_fraction,prior_gpa,term_gpa,gpa_change,term_units,term_load_z,under_6h_sleep,sleep_bracket
nh-056,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,422.5,7.04,6.5,339.4,05:39,0.0225,0.933,3.762,3.714,-0.048,,,0,7-7.5h
nh-057,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,359.5,5.99,40.2,338.2,05:38,0.0336,0.933,3.556,3.667,0.111,,,1,5.5-6h
nh-058,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,352.6,5.88,34.4,380.5,06:20,0.9192,0.9,3.889,3.889,0.0,,,1,5.5-6h
nh-059,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,318.1,5.3,49.4,372.9,06:13,0.2617,0.233,3.944,3.834,-0.11,,,1,<5.5h
nh-060,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,364.3,6.07,25.2,381.4,06:21,0.1407,0.967,3.333,3.778,0.445,,,0,6-6.5h
nh-061,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,384.0,6.4,16.1,374.2,06:14,0.0833,1.0,3.81,3.81,0.0,,,0,6-6.5h
nh-062,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,377.0,6.28,27.2,368.8,06:09,0.5679,0.867,3.667,3.952,0.285,,,0,6-6.5h
nh-063,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,398.4,6.64,47.3,371.8,06:12,0.0575,0.9,4.0,4.0,0.0,,,0,6.5-7h
nh-064,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,375.7,6.26,33.5,376.5,06:16,0.143,0.633,3.667,3.875,0.208,,,0,6-6.5h
nh-065,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,390.5,6.51,48.7,428.8,07:09,0.5021,0.7,3.889,3.667,-0.222,,,0,6.5-7h
nh-066,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,407.7,6.79,55.8,335.9,05:36,0.1226,0.933,3.762,3.833,0.071,,,0,6.5-7h
nh-067,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,437.3,7.29,47.4,367.4,06:07,0.0465,0.9,3.619,3.611,-0.008,,,0,7-7.5h
nh-068,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,462.3,7.71,20.3,344.0,05:44,0.0395,0.9,3.572,3.619,0.047,,,0,7.5h+
nh-069,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,464.7,7.75,35.4,422.7,07:03,0.0924,1.0,3.778,3.889,0.111,,,0,7.5h+
nh-070,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,348.5,5.81,47.1,346.7,05:47,0.0847,0.967,3.722,3.778,0.056,,,1,5.5-6h
nh-071,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,390.8,6.51,31.6,406.6,06:47,0.1584,0.8,3.166,3.611,0.445,,,0,6.5-7h
nh-072,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,351.3,5.86,120.9,403.2,06:43,0.08,0.967,3.611,3.5,-0.111,,,1,5.5-6h
nh-073,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,415.1,6.92,48.9,390.2,06:30,0.129,0.867,3.833,4.0,0.167,,,0,6.5-7h
nh-074,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,340.8,5.68,26.3,446.1,07:26,0.2968,0.7,3.714,3.762,0.048,,,1,5.5-6h
nh-075,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,316.8,5.28,26.8,437.2,07:17,2.4655,0.467,3.667,3.778,0.111,,,1,<5.5h
nh-076,nh,4,University of Notre Dame,Spring 2016,Male,1.0,0.0,273.9,4.57,30.5,455.8,07:36,0.266,0.8,2.8,3.467,0.667,,,1,<5.5h
nh-077,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,430.0,7.17,44.8,469.9,07:50,0.0877,1.0,3.733,3.611,-0.122,,,0,7-7.5h
nh-078,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,446.7,7.45,77.3,320.4,05:20,0.0394,0.967,3.857,4.0,0.143,,,0,7-7.5h
nh-079,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,401.9,6.7,12.9,367.3,06:07,0.2719,0.933,3.278,3.611,0.333,,,0,6.5-7h
nh-080,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,445.4,7.42,66.6,410.6,06:51,0.0402,1.0,3.722,3.733,0.011,,,0,7-7.5h
nh-081,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,481.4,8.02,23.6,386.9,06:27,0.1663,0.933,3.389,3.556,0.167,,,0,7.5h+
nh-082,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,437.2,7.29,50.5,327.4,05:27,0.0842,1.0,3.778,3.834,0.056,,,0,7-7.5h
nh-083,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,465.0,7.75,34.0,333.2,05:33,0.0503,1.0,3.778,3.722,-0.056,,,0,7.5h+
nh-084,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,441.6,7.36,42.4,372.7,06:13,0.0753,0.967,3.944,3.917,-0.027,,,0,7-7.5h
nh-085,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,408.4,6.81,54.0,443.8,07:24,0.0927,0.967,3.952,3.905,-0.047,,,0,6.5-7h
nh-086,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,330.5,5.51,41.8,491.3,08:11,1.1291,0.9,3.292,3.333,0.041,,,1,5.5-6h
nh-087,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,336.9,5.62,16.2,323.1,05:23,0.0672,0.933,3.611,3.857,0.246,,,1,5.5-6h
nh-088,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,404.3,6.74,110.5,401.4,06:41,0.2685,0.967,3.278,3.556,0.278,,,0,6.5-7h
nh-089,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,347.9,5.8,34.1,322.5,05:22,0.0607,1.0,3.5,3.444,-0.056,,,1,5.5-6h
nh-090,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,311.6,5.19,27.4,376.4,06:16,0.1697,0.933,3.524,3.238,-0.286,,,1,<5.5h
nh-091,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,408.2,6.8,20.2,371.7,06:12,0.0518,0.967,3.944,3.833,-0.111,,,0,6.5-7h
nh-092,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,398.1,6.64,49.1,317.0,05:17,0.0721,1.0,3.889,4.0,0.111,,,0,6.5-7h
nh-093,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,358.9,5.98,32.1,369.1,06:09,0.1036,0.633,3.667,3.444,-0.223,,,1,5.5-6h
nh-094,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,405.2,6.75,34.0,504.5,08:24,1.1609,0.8,3.533,3.625,0.092,,,0,6.5-7h
nh-095,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,465.7,7.76,15.7,391.3,06:31,0.0504,1.0,3.889,3.889,0.0,,,0,7.5h+
nh-096,nh,4,University of Notre Dame,Spring 2016,Female,0.0,,373.6,6.23,40.9,426.2,07:06,2.0198,0.533,3.667,3.667,0.0,,,0,6-6.5h
nh-097,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,316.8,5.28,91.3,386.4,06:26,0.2501,1.0,3.222,3.0,-0.222,,,1,<5.5h
nh-098,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,299.1,4.98,51.7,435.5,07:16,0.1043,0.9,3.444,3.556,0.112,,,1,<5.5h
nh-099,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,376.9,6.28,33.4,364.7,06:05,0.1924,0.9,3.667,3.556,-0.111,,,0,6-6.5h
nh-100,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,485.4,8.09,29.7,275.0,04:35,0.0102,1.0,3.889,3.667,-0.222,,,0,7.5h+
nh-101,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,467.7,7.79,20.5,343.4,05:43,0.0446,0.833,3.778,3.944,0.166,,,0,7.5h+
nh-102,nh,4,University of Notre Dame,Spring 2016,Male,1.0,0.0,356.8,5.95,45.8,414.4,06:54,0.0834,1.0,3.333,3.267,-0.066,,,1,5.5-6h
nh-103,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,415.0,6.92,38.0,287.1,04:47,0.0344,1.0,3.952,3.905,-0.047,,,0,6.5-7h
nh-104,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,334.5,5.58,19.5,365.9,06:06,0.0961,0.567,3.571,3.5,-0.071,,,1,5.5-6h
nh-105,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,300.8,5.01,133.2,518.8,08:39,1.1035,0.7,3.111,3.166,0.055,,,1,<5.5h
nh-106,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,474.8,7.91,13.6,326.1,05:26,0.023,1.0,3.334,3.2,-0.134,,,0,7.5h+
nh-107,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,427.4,7.12,24.2,398.4,06:38,0.0612,1.0,3.944,3.889,-0.055,,,0,7-7.5h
nh-108,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,390.9,6.52,63.3,352.8,05:53,0.318,0.967,3.5,3.857,0.357,,,0,6.5-7h
nh-109,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,306.3,5.11,19.6,432.7,07:13,0.1743,0.933,3.722,3.556,-0.166,,,1,<5.5h
nh-110,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,340.1,5.67,35.6,404.1,06:44,0.6452,0.9,3.833,3.905,0.072,,,1,5.5-6h
nh-111,nh,4,University of Notre Dame,Spring 2016,Female,1.0,0.0,384.2,6.4,52.3,369.5,06:10,0.0792,1.0,3.722,3.722,0.0,,,0,6-6.5h
nh-112,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,357.9,5.96,21.4,355.1,05:55,0.1623,0.7,3.778,3.889,0.111,,,1,5.5-6h
nh-113,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,366.7,6.11,20.1,408.2,06:48,0.0991,1.0,3.833,3.667,-0.166,,,0,6-6.5h
nh-114,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,272.6,4.54,12.6,390.1,06:30,0.1503,0.967,3.533,3.167,-0.366,,,1,<5.5h
nh-115,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,423.7,7.06,31.9,324.4,05:24,0.0807,1.0,3.834,3.944,0.11,,,0,7-7.5h
nh-116,nh,4,University of Notre Dame,Spring 2016,Female,0.0,1.0,452.7,7.54,16.2,369.0,06:09,0.0467,1.0,3.833,3.556,-0.277,,,0,7.5h+
nh-117,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,454.7,7.58,14.5,408.5,06:48,0.0392,1.0,3.556,3.556,0.0,,,0,7.5h+
nh-118,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,382.7,6.38,15.6,359.0,05:59,0.4108,0.733,3.762,3.944,0.182,,,0,6-6.5h
nh-119,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,375.1,6.25,58.6,342.6,05:43,0.1025,0.967,3.857,4.0,0.143,,,0,6-6.5h
nh-120,nh,4,University of Notre Dame,Spring 2016,Female,,0.0,327.7,5.46,42.0,476.8,07:57,0.1321,1.0,3.278,3.222,-0.056,,,1,<5.5h
nh-121,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,349.3,5.82,43.4,393.1,06:33,0.1978,0.867,3.611,3.222,-0.389,,,1,5.5-6h
nh-122,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,368.0,6.13,20.4,384.6,06:25,0.0924,0.833,3.778,3.8,0.022,,,0,6-6.5h
nh-123,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,453.7,7.56,32.9,479.2,07:59,7.2119,0.3,3.944,3.889,-0.055,,,0,7.5h+
nh-124,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,420.9,7.02,15.2,377.5,06:18,0.0695,1.0,3.722,3.944,0.222,,,0,7-7.5h
nh-125,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,332.3,5.54,40.3,377.1,06:17,0.0316,0.967,3.944,3.944,0.0,,,1,5.5-6h
nh-126,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,325.4,5.42,34.7,477.8,07:58,0.4863,0.9,3.278,2.722,-0.556,,,1,<5.5h
nh-127,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,419.4,6.99,35.0,393.7,06:34,0.8873,0.833,3.762,3.952,0.19,,,0,6.5-7h
nh-128,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,260.6,4.34,177.5,390.7,06:31,0.1606,0.933,3.857,3.944,0.087,,,1,<5.5h
nh-129,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,420.3,7.0,58.0,425.7,07:06,0.2333,0.967,3.778,4.0,0.222,,,0,7-7.5h
nh-130,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,443.7,7.4,54.9,338.6,05:39,0.0447,1.0,4.0,4.0,0.0,,,0,7-7.5h
nh-131,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,398.8,6.65,62.7,437.4,07:17,0.1224,0.633,4.0,4.0,0.0,,,0,6.5-7h
nh-132,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,342.4,5.71,99.8,544.7,09:05,0.4888,0.7,3.5,3.133,-0.367,,,1,5.5-6h
nh-133,nh,4,University of Notre Dame,Spring 2016,Male,1.0,0.0,327.5,5.46,39.7,362.2,06:02,0.1613,0.9,3.667,3.81,0.143,,,1,<5.5h
nh-134,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,391.1,6.52,29.0,343.8,05:44,0.1191,0.867,3.381,3.714,0.333,,,0,6.5-7h
nh-135,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,419.3,6.99,19.8,328.4,05:28,0.0616,1.0,3.889,3.667,-0.222,,,0,6.5-7h
nh-136,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,334.6,5.58,43.7,332.2,05:32,0.0323,0.933,3.444,3.556,0.112,,,1,5.5-6h
nh-137,nh,4,University of Notre Dame,Spring 2016,Male,1.0,0.0,275.8,4.6,40.8,382.1,06:22,0.1003,0.867,3.056,3.333,0.277,,,1,<5.5h
nh-138,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,359.8,6.0,120.4,327.4,05:27,0.2648,0.967,3.8,3.667,-0.133,,,0,6-6.5h
nh-139,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,363.2,6.05,17.6,438.4,07:18,0.0632,1.0,3.834,3.944,0.11,,,0,6-6.5h
nh-140,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,351.5,5.86,65.5,394.5,06:34,0.1034,1.0,3.111,3.167,0.056,,,1,5.5-6h
nh-141,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,468.6,7.81,49.0,410.5,06:50,0.0157,0.933,3.667,3.667,0.0,,,0,7.5h+
nh-142,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,367.8,6.13,84.1,398.9,06:39,0.1053,0.967,3.889,3.611,-0.278,,,0,6-6.5h
nh-143,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,318.1,5.3,49.5,580.8,09:41,2.3167,0.533,3.611,3.444,-0.167,,,1,<5.5h
nh-144,nh,4,University of Notre Dame,Spring 2016,Male,0.0,0.0,360.8,6.01,65.4,389.4,06:29,0.2381,0.833,3.389,3.389,0.0,,,0,6-6.5h
nh-145,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,427.6,7.13,34.5,314.5,05:14,0.1279,0.967,3.834,3.722,-0.112,,,0,7-7.5h
nh-146,nh,4,University of Notre Dame,Spring 2016,Female,0.0,0.0,324.3,5.41,41.6,344.8,05:45,0.2854,0.9,3.334,3.222,-0.112,,,1,<5.5h
nh-147,nh,4,University of Notre Dame,Spring 2016,Male,0.0,1.0,383.4,6.39,44.3,407.9,06:48,0.0913,0.967,3.722,3.611,-0.111,,,0,6-6.5h
lac1-001,lac1,5,Carnegie Mellon University,Spring 2017,Female,1.0,1.0,392.6,6.54,54.6,416.5,06:56,0.1301,1.0,3.61,3.56,-0.05,61.0,1.958,0,6.5-7h
lac1-002,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,377.6,6.29,49.4,439.3,07:19,0.1425,0.793,3.21,3.3,0.09,49.0,-0.139,0,6-6.5h
lac1-003,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,422.8,7.05,8.9,415.7,06:56,0.069,1.0,3.09,2.6,-0.49,48.0,-0.313,0,7-7.5h
lac1-004,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,392.2,6.54,23.3,387.1,06:27,0.1505,1.0,4.0,4.0,0.0,40.0,-1.711,0,6.5-7h
lac1-005,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,389.4,6.49,23.8,441.0,07:21,1.179,0.897,2.82,3.2,0.38,48.0,-0.313,0,6-6.5h
lac1-006,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,1.0,465.4,7.76,15.3,315.3,05:15,0.0751,1.0,2.7,1.97,-0.73,43.0,-1.187,0,7.5h+
lac1-007,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,445.6,7.43,22.3,316.5,05:16,0.1511,0.966,3.8,4.0,0.2,48.0,-0.313,0,7-7.5h
lac1-008,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,439.9,7.33,13.4,321.7,05:22,0.0206,1.0,3.46,4.0,0.54,51.0,0.211,0,7-7.5h
lac1-009,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,1.0,444.9,7.42,30.5,347.4,05:47,0.0751,0.793,4.0,4.0,0.0,41.0,-1.537,0,7-7.5h
lac1-010,lac1,5,Carnegie Mellon University,Spring 2017,Male,1.0,0.0,366.8,6.11,10.2,431.7,07:12,0.2469,1.0,3.0,3.2,0.2,57.0,1.259,0,6-6.5h
lac1-011,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,411.3,6.86,18.7,373.1,06:13,0.0901,1.0,4.0,3.4,-0.6,52.0,0.386,0,6.5-7h
lac1-012,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,359.2,5.99,6.1,330.3,05:30,0.0608,1.0,4.0,3.44,-0.56,55.0,0.91,1,5.5-6h
lac1-013,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,477.9,7.97,22.0,370.3,06:10,0.6467,0.897,3.48,3.83,0.35,52.0,0.386,0,7.5h+
lac1-014,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,430.1,7.17,22.3,497.0,08:17,0.3234,0.414,3.79,3.41,-0.38,46.0,-0.663,0,7-7.5h
lac1-015,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,414.1,6.9,14.0,432.5,07:12,0.0793,1.0,3.23,3.49,0.26,43.0,-1.187,0,6.5-7h
lac1-016,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,309.0,5.15,85.5,334.8,05:35,0.085,1.0,3.53,2.55,-0.98,59.0,1.609,1,<5.5h
lac1-017,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,373.2,6.22,23.7,468.0,07:48,0.0964,1.0,4.0,3.81,-0.19,53.0,0.56,0,6-6.5h
lac1-018,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,431.3,7.19,17.8,352.4,05:52,0.1047,1.0,3.05,2.73,-0.32,45.0,-0.838,0,7-7.5h
lac1-019,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,406.5,6.78,39.0,358.1,05:58,0.0874,0.862,3.72,3.06,-0.66,51.0,0.211,0,6.5-7h
lac1-020,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,394.9,6.58,67.5,339.3,05:39,0.3247,0.517,4.0,4.0,0.0,48.0,-0.313,0,6.5-7h
lac1-021,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,324.6,5.41,21.7,371.3,06:11,0.4229,0.931,2.0,2.8,0.8,45.0,-0.838,1,<5.5h
lac1-022,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,402.7,6.71,10.5,365.2,06:05,0.1672,0.793,2.49,2.77,0.28,44.0,-1.012,0,6.5-7h
lac1-023,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,398.4,6.64,55.7,347.0,05:47,0.1735,0.379,3.98,4.0,0.02,49.0,-0.139,0,6.5-7h
lac1-024,lac1,5,Carnegie Mellon University,Spring 2017,Female,1.0,0.0,439.6,7.33,12.2,366.1,06:06,0.0398,1.0,3.1,3.3,0.2,56.0,1.085,0,7-7.5h
lac1-025,lac1,5,Carnegie Mellon University,Spring 2017,Male,1.0,1.0,428.6,7.14,21.3,323.8,05:24,0.0717,0.931,2.44,3.07,0.63,43.0,-1.187,0,7-7.5h
lac1-026,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,1.0,391.9,6.53,13.1,364.5,06:04,0.1417,1.0,3.66,2.6,-1.06,64.0,2.483,0,6.5-7h
lac1-027,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,372.2,6.2,25.0,383.2,06:23,0.0624,0.966,4.0,3.82,-0.18,54.0,0.735,0,6-6.5h
lac1-028,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,1.0,429.9,7.16,52.7,437.8,07:18,0.2523,1.0,3.52,3.46,-0.06,53.0,0.56,0,7-7.5h
lac1-029,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,387.9,6.47,31.8,421.2,07:01,0.0163,0.966,3.26,3.04,-0.22,48.0,-0.313,0,6-6.5h
lac1-030,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,1.0,357.0,5.95,47.1,446.7,07:27,0.0647,1.0,2.0,1.5,-0.5,40.0,-1.711,1,5.5-6h
lac1-031,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,445.9,7.43,14.3,322.1,05:22,0.1521,0.897,4.0,4.0,0.0,51.0,0.211,0,7-7.5h
lac1-032,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,406.3,6.77,5.9,473.0,07:53,0.0575,1.0,3.23,3.59,0.36,51.0,0.211,0,6.5-7h
lac1-033,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,348.1,5.8,22.1,430.4,07:10,0.4935,0.828,2.6,3.08,0.48,39.0,-1.886,1,5.5-6h
lac1-034,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,414.7,6.91,17.8,496.2,08:16,0.0785,0.862,3.77,3.25,-0.52,48.0,-0.313,0,6.5-7h
lac1-035,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,443.1,7.39,23.8,437.9,07:18,0.0528,1.0,2.91,2.61,-0.3,54.0,0.735,0,7-7.5h
lac1-036,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,400.2,6.67,10.6,344.2,05:44,0.0362,0.931,2.93,3.06,0.13,49.0,-0.139,0,6.5-7h
lac1-037,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,423.4,7.06,10.5,368.8,06:09,0.1302,0.655,3.21,4.0,0.79,61.0,1.958,0,7-7.5h
lac1-038,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,307.3,5.12,17.8,295.5,04:56,0.2136,0.897,3.4,3.6,0.2,48.0,-0.313,1,<5.5h
lac1-039,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,418.4,6.97,32.8,381.1,06:21,0.1166,0.862,2.5,2.33,-0.17,48.0,-0.313,0,6.5-7h
lac1-040,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,371.7,6.2,42.9,451.0,07:31,2.043,0.379,3.82,3.78,-0.04,57.0,1.259,0,6-6.5h
lac1-041,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,447.7,7.46,19.0,448.3,07:28,0.0903,1.0,3.07,2.43,-0.64,52.0,0.386,0,7-7.5h
lac1-042,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,574.3,9.57,15.8,353.8,05:54,0.0314,1.0,3.49,3.6,0.11,45.0,-0.838,0,7.5h+
lac1-043,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,408.1,6.8,12.1,328.0,05:28,0.093,0.897,4.0,4.0,0.0,53.0,0.56,0,6.5-7h
lac1-044,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,437.6,7.29,24.6,473.0,07:53,0.0348,1.0,3.41,3.19,-0.22,48.0,-0.313,0,7-7.5h
lac1-045,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,397.4,6.62,22.4,353.6,05:54,0.2095,0.862,3.2,3.36,0.16,60.0,1.784,0,6.5-7h
lac1-046,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,432.2,7.2,24.2,458.7,07:39,0.1167,0.862,3.0,3.38,0.38,73.0,4.055,0,7-7.5h
lac1-047,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,379.5,6.32,14.2,423.4,07:03,0.2073,1.0,4.0,3.56,-0.44,50.0,0.036,0,6-6.5h
lac1-048,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,375.8,6.26,28.0,400.6,06:41,0.272,0.862,3.79,3.17,-0.62,54.0,0.735,0,6-6.5h
lac1-049,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,377.8,6.3,23.8,395.7,06:36,0.0945,0.828,4.0,4.0,0.0,50.0,0.036,0,6-6.5h
lac1-050,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,370.5,6.18,27.8,451.7,07:32,0.1101,0.724,3.76,3.38,-0.38,47.0,-0.488,0,6-6.5h
lac1-051,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,456.5,7.61,21.0,316.8,05:17,0.1069,0.966,3.79,3.18,-0.61,49.0,-0.139,0,7.5h+
lac1-052,lac1,5,Carnegie Mellon University,Spring 2017,Male,0.0,0.0,336.0,5.6,20.7,494.1,08:14,0.7776,0.793,1.57,2.67,1.1,54.0,0.735,1,5.5-6h
lac1-053,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,1.0,371.3,6.19,106.4,321.6,05:22,0.1528,1.0,3.3,2.94,-0.36,53.0,0.56,0,6-6.5h
lac1-054,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,0.0,463.9,7.73,30.6,366.0,06:06,0.4366,0.793,3.71,3.77,0.06,47.0,-0.488,0,7.5h+
lac1-055,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,1.0,444.3,7.4,22.1,318.4,05:18,0.2119,0.966,3.71,3.79,0.08,52.0,0.386,0,7-7.5h
lac1-056,lac1,5,Carnegie Mellon University,Spring 2017,Female,0.0,1.0,300.4,5.01,61.3,465.4,07:45,0.1732,1.0,1.95,3.0,1.05,45.0,-0.838,1,<5.5h
